event,frame,time_stamp,level,video_id
jump,26143,07:15,1-1,5
jump,26221,07:17,1-1,5
jump,27715,07:41,1-2,5
goomba killed,27744,07:42,1-2,5
jump,27813,07:43,1-2,5
jump,27884,07:44,1-2,5
coinblock hit,27918,07:45,1-2,5
jump,28099,07:48,1-2,5
jump,28168,07:49,1-2,5
jump,28234,07:50,1-2,5
jump,28471,07:54,1-2,5
koopa killed,28537,07:55,1-2,5
jump,28542,07:55,1-2,5
jump,28748,07:59,1-2,5
koopa killed,28785,07:59,1-2,5
jump,28808,08:00,1-2,5
jump,28913,08:01,1-2,5
goomba killed,28963,08:02,1-2,5
jump,28978,08:02,1-2,5
jump,29064,08:04,1-2,5
goomba killed,29547,08:12,1-2,5
jump,29548,08:12,1-2,5
jump,29634,08:13,1-2,5
jump,29816,08:16,1-2,5
goomba killed,29864,08:17,1-2,5
jump,29876,08:17,1-2,5
jump,29939,08:18,1-2,5
goomba killed,29960,08:19,1-2,5
jump,29999,08:19,1-2,5
coinblock hit,30038,08:20,1-2,5
jump,30124,08:22,1-2,5
jump,30242,08:24,1-2,5
jump,30426,08:27,1-2,5
jump,30486,08:28,1-2,5
koopa killed,30517,08:28,1-2,5
jump,30608,08:30,1-2,5
goomba killed,30622,08:30,1-2,5
goomba killed,30682,08:31,1-2,5
jump,31054,08:37,1-2,5
jump,31299,08:41,1-2,5
goomba killed,31376,08:42,1-2,5
jump,31601,08:46,1-2,5
jump,31677,08:47,1-2,5
jump,31739,08:48,1-2,5
jump,31856,08:50,1-2,5
jump,32750,09:05,1-2,5
goomba killed,32904,09:08,1-2,5
jump,33087,09:11,1-2,5
jump,33249,09:14,1-2,5
jump,33315,09:15,1-2,5
jump,33451,09:17,1-2,5
jump,33511,09:18,1-2,5
jump,33631,09:20,1-2,5
jump,33742,09:22,1-2,5
jump,33965,09:26,1-2,5
jump,34050,09:27,1-2,5
mushroom,34062,09:27,1-2,5
jump,34210,09:30,1-2,5
jump,34271,09:31,1-2,5
jump,34558,09:35,1-2,5
jump,34770,09:39,1-2,5
jump,34830,09:40,1-2,5
jump,34919,09:41,1-2,5
jump,35922,09:58,1-3,5
jump,36001,10:00,1-3,5
jump,36190,10:03,1-3,5
jump,36330,10:05,1-3,5
goomba killed,36356,10:05,1-3,5
jump,36438,10:07,1-3,5
goomba killed,36467,10:07,1-3,5
jump,36501,10:08,1-3,5
jump,36581,10:09,1-3,5
jump,36661,10:11,1-3,5
jump,36721,10:12,1-3,5
jump,36810,10:13,1-3,5
jump,36942,10:15,1-3,5
fire flower,36979,10:16,1-3,5
jump,37003,10:16,1-3,5
jump,37158,10:19,1-3,5
jump,37221,10:20,1-3,5
jump,37371,10:22,1-3,5
jump,37790,10:29,1-3,5
jump,37878,10:31,1-3,5
jump,38003,10:33,1-3,5
jump,38320,10:38,1-3,5
jump,38404,10:40,1-3,5
jump,38527,10:42,1-3,5
koopa killed,38579,10:42,1-3,5
koopa killed,38641,10:44,1-3,5
jump,38828,10:47,1-3,5
jump,38903,10:48,1-3,5
jump,39022,10:50,1-3,5
jump,39210,10:53,1-3,5
jump,39270,10:54,1-3,5
jump,39384,10:56,1-3,5
jump,39563,10:59,1-3,5
jump,40273,11:11,1-4,5
jump,40351,11:12,1-4,5
jump,40411,11:13,1-4,5
jump,40674,11:17,1-4,5
jump,40840,11:20,1-4,5
jump,40903,11:21,1-4,5
jump,40981,11:23,1-4,5
jump,41044,11:24,1-4,5
jump,41105,11:25,1-4,5
jump,41173,11:26,1-4,5
jump,41263,11:27,1-4,5
jump,283,00:04,1-1,6
jump,393,00:06,1-1,6
coinblock hit,402,00:06,1-1,6
jump,453,00:07,1-1,6
jump,513,00:08,1-1,6
jump,573,00:09,1-1,6
mushroom,588,00:09,1-1,6
jump,681,00:11,1-1,6
jump,742,00:12,1-1,6
jump,804,00:13,1-1,6
coinblock hit,862,00:14,1-1,6
jump,864,00:14,1-1,6
jump,924,00:15,1-1,6
jump,984,00:16,1-1,6
jump,1044,00:17,1-1,6
jump,1104,00:18,1-1,6
jump,1164,00:19,1-1,6
jump,1230,00:20,1-1,6
jump,1315,00:21,1-1,6
jump,1403,00:23,1-1,6
jump,1472,00:24,1-1,6
jump,1538,00:25,1-1,6
mushroom,1562,00:26,1-1,6
jump,1673,00:27,1-1,6
jump,1739,00:28,1-1,6
jump,1806,00:30,1-1,6
jump,1871,00:31,1-1,6
fire flower,1877,00:31,1-1,6
jump,2037,00:33,1-1,6
jump,2139,00:35,1-1,6
jump,2260,00:37,1-1,6
jump,2320,00:38,1-1,6
coinblock hit,2331,00:38,1-1,6
jump,2384,00:39,1-1,6
jump,2445,00:40,1-1,6
coinblock hit,2455,00:40,1-1,6
coinblock hit,2495,00:41,1-1,6
jump,2517,00:41,1-1,6
jump,2594,00:43,1-1,6
goomba killed,2698,00:44,1-1,6
jump,2749,00:45,1-1,6
fire flower,2832,00:47,1-1,6
jump,2833,00:47,1-1,6
jump,2933,00:48,1-1,6
jump,2993,00:49,1-1,6
jump,3053,00:50,1-1,6
jump,3119,00:51,1-1,6
jump,3179,00:52,1-1,6
jump,3244,00:54,1-1,6
jump,3304,00:55,1-1,6
jump,3364,00:56,1-1,6
coinblock hit,3386,00:56,1-1,6
coinblock hit,3426,00:57,1-1,6
jump,3449,00:57,1-1,6
jump,3509,00:58,1-1,6
jump,3569,00:59,1-1,6
jump,3629,01:00,1-1,6
jump,3689,01:01,1-1,6
jump,3754,01:02,1-1,6
jump,3830,01:03,1-1,6
jump,3893,01:04,1-1,6
goomba killed,3919,01:05,1-1,6
coinblock hit,3943,01:05,1-1,6
jump,4018,01:06,1-1,6
jump,4078,01:07,1-1,6
jump,4148,01:09,1-1,6
jump,4336,01:12,1-1,6
jump,5010,01:23,1-2,6
jump,5470,01:31,1-2,6
goomba killed,5517,01:31,1-2,6
goomba killed,5577,01:32,1-2,6
jump,5588,01:33,1-2,6
coinblock hit,5595,01:33,1-2,6
jump,5667,01:34,1-2,6
fire flower,5734,01:35,1-2,6
jump,5746,01:35,1-2,6
jump,5875,01:37,1-2,6
jump,5935,01:38,1-2,6
jump,5998,01:39,1-2,6
jump,6058,01:40,1-2,6
jump,6119,01:41,1-2,6
jump,6180,01:43,1-2,6
coinblock hit,6182,01:43,1-2,6
jump,6240,01:44,1-2,6
koopa killed,6290,01:44,1-2,6
jump,6327,01:45,1-2,6
coinblock hit,6335,01:45,1-2,6
koopa killed,6363,01:46,1-2,6
jump,6387,01:46,1-2,6
jump,6448,01:47,1-2,6
koopa killed,6460,01:47,1-2,6
jump,6550,01:49,1-2,6
coinblock hit,6556,01:49,1-2,6
koopa killed,6722,01:52,1-2,6
goomba killed,6743,01:52,1-2,6
jump,6788,01:53,1-2,6
jump,6974,01:56,1-2,6
jump,7034,01:57,1-2,6
jump,7206,02:00,1-2,6
koopa killed,7213,02:00,1-2,6
coinblock hit,7227,02:00,1-2,6
goomba killed,7239,02:00,1-2,6
goomba killed,7299,02:01,1-2,6
jump,7319,02:01,1-2,6
jump,7467,02:04,1-2,6
jump,7536,02:05,1-2,6
koopa killed,7555,02:05,1-2,6
jump,7596,02:06,1-2,6
jump,8130,02:15,1-2,6
jump,8191,02:16,1-2,6
jump,8473,02:21,1-2,6
jump,8533,02:22,1-2,6
jump,8600,02:23,1-2,6
jump,8803,02:26,1-2,6
jump,9520,02:38,1-3,6
jump,9621,02:40,1-3,6
coinblock hit,9647,02:40,1-3,6
jump,9683,02:41,1-3,6
coinblock hit,9705,02:41,1-3,6
jump,9743,02:42,1-3,6
jump,9805,02:43,1-3,6
jump,9891,02:44,1-3,6
coinblock hit,9940,02:45,1-3,6
jump,9951,02:45,1-3,6
jump,10024,02:47,1-3,6
coinblock hit,10051,02:47,1-3,6
jump,10084,02:48,1-3,6
coinblock hit,10108,02:48,1-3,6
jump,10163,02:49,1-3,6
coinblock hit,10166,02:49,1-3,6
jump,10242,02:50,1-3,6
jump,10306,02:51,1-3,6
jump,10423,02:53,1-3,6
goomba killed,10452,02:54,1-3,6
jump,10534,02:55,1-3,6
jump,10594,02:56,1-3,6
jump,11242,03:07,1-3,6
jump,11302,03:08,1-3,6
coinblock hit,11320,03:08,1-3,6
jump,11363,03:09,1-3,6
jump,11436,03:10,1-3,6
jump,11497,03:11,1-3,6
jump,11620,03:13,1-3,6
goomba killed,11671,03:14,1-3,6
jump,11680,03:14,1-3,6
goomba killed,11738,03:15,1-3,6
jump,11740,03:15,1-3,6
jump,11800,03:16,1-3,6
jump,11867,03:17,1-3,6
jump,11927,03:18,1-3,6
coinblock hit,11952,03:19,1-3,6
jump,11987,03:19,1-3,6
coinblock hit,12009,03:20,1-3,6
coinblock hit,12071,03:21,1-3,6
jump,12126,03:22,1-3,6
jump,12186,03:23,1-3,6
jump,12369,03:26,1-3,6
jump,12429,03:27,1-3,6
jump,12512,03:28,1-3,6
coinblock hit,12586,03:29,1-3,6
jump,12601,03:30,1-3,6
coinblock hit,12706,03:31,1-3,6
jump,12709,03:31,1-3,6
coinblock hit,12757,03:32,1-3,6
jump,12769,03:32,1-3,6
coinblock hit,12814,03:33,1-3,6
jump,12829,03:33,1-3,6
coinblock hit,12872,03:34,1-3,6
coinblock hit,12929,03:35,1-3,6
coinblock hit,12986,03:36,1-3,6
coinblock hit,13044,03:37,1-3,6
jump,13376,03:42,1-3,6
jump,13460,03:44,1-3,6
jump,13520,03:45,1-3,6
coinblock hit,13532,03:45,1-3,6
coinblock hit,13590,03:46,1-3,6
jump,13690,03:48,1-3,6
coinblock hit,13709,03:48,1-3,6
jump,13750,03:49,1-3,6
coinblock hit,13764,03:49,1-3,6
jump,14261,03:57,1-3,6
jump,14381,03:59,1-3,6
coinblock hit,14463,04:01,1-3,6
jump,14475,04:01,1-3,6
jump,14629,04:03,1-3,6
coinblock hit,14636,04:03,1-3,6
coinblock hit,14690,04:04,1-3,6
jump,14719,04:05,1-3,6
jump,14798,04:06,1-3,6
jump,14858,04:07,1-3,6
jump,14918,04:08,1-3,6
coinblock hit,14978,04:09,1-3,6
jump,15031,04:10,1-3,6
coinblock hit,15039,04:10,1-3,6
coinblock hit,15096,04:11,1-3,6
jump,15103,04:11,1-3,6
jump,15163,04:12,1-3,6
jump,15228,04:13,1-3,6
jump,15288,04:14,1-3,6
jump,15357,04:15,1-3,6
jump,16246,04:30,1-4,6
jump,16378,04:32,1-4,6
jump,16438,04:33,1-4,6
jump,16498,04:34,1-4,6
jump,17430,04:50,1-1,6
jump,17527,04:52,1-1,6
coinblock hit,17574,04:52,1-1,6
jump,17587,04:53,1-1,6
jump,17658,04:54,1-1,6
coinblock hit,17698,04:54,1-1,6
jump,17733,04:55,1-1,6
mushroom,17742,04:55,1-1,6
jump,17872,04:57,1-1,6
jump,17932,04:58,1-1,6
coinblock hit,17939,04:58,1-1,6
jump,17992,04:59,1-1,6
jump,18052,05:00,1-1,6
jump,18114,05:01,1-1,6
jump,18174,05:02,1-1,6
jump,18234,05:03,1-1,6
jump,18301,05:05,1-1,6
jump,18361,05:06,1-1,6
jump,18424,05:07,1-1,6
jump,18505,05:08,1-1,6
jump,18568,05:09,1-1,6
jump,18635,05:10,1-1,6
jump,18710,05:11,1-1,6
mushroom,18732,05:12,1-1,6
jump,18814,05:13,1-1,6
jump,18874,05:14,1-1,6
jump,18946,05:15,1-1,6
goomba killed,18956,05:15,1-1,6
jump,19021,05:17,1-1,6
jump,19135,05:18,1-1,6
jump,19219,05:20,1-1,6
jump,19279,05:21,1-1,6
coinblock hit,19359,05:22,1-1,6
jump,19397,05:23,1-1,6
jump,19462,05:24,1-1,6
coinblock hit,19513,05:25,1-1,6
jump,19561,05:26,1-1,6
jump,19621,05:27,1-1,6
coinblock hit,19628,05:27,1-1,6
jump,19681,05:28,1-1,6
jump,19786,05:29,1-1,6
star,19861,05:31,1-1,6
koopa killed,19883,05:31,1-1,6
goomba killed,20008,05:33,1-1,6
goomba killed,20078,05:34,1-1,6
jump,20133,05:35,1-1,6
jump,20194,05:36,1-1,6
jump,20256,05:37,1-1,6
jump,20316,05:38,1-1,6
goomba killed,20397,05:39,1-1,6
jump,20409,05:40,1-1,6
jump,20469,05:41,1-1,6
jump,20566,05:42,1-1,6
jump,21860,06:04,1-2,6
jump,21920,06:05,1-2,6
fire flower,21930,06:05,1-2,6
koopa killed,22125,06:08,1-2,6
jump,22143,06:09,1-2,6
jump,22203,06:10,1-2,6
jump,22263,06:11,1-2,6
koopa killed,22334,06:12,1-2,6
jump,22346,06:12,1-2,6
jump,22414,06:13,1-2,6
koopa killed,22414,06:13,1-2,6
jump,22563,06:16,1-2,6
koopa killed,22572,06:16,1-2,6
goomba killed,22577,06:16,1-2,6
jump,22785,06:19,1-2,6
koopa killed,22797,06:19,1-2,6
jump,22856,06:20,1-2,6
coinblock hit,22906,06:21,1-2,6
koopa killed,22909,06:21,1-2,6
jump,22916,06:21,1-2,6
coinblock hit,22972,06:22,1-2,6
jump,22976,06:22,1-2,6
jump,23036,06:23,1-2,6
goomba killed,23053,06:24,1-2,6
goomba killed,23113,06:25,1-2,6
jump,23201,06:26,1-2,6
jump,23266,06:27,1-2,6
jump,23327,06:28,1-2,6
jump,23454,06:30,1-2,6
jump,23619,06:33,1-2,6
fire flower,23688,06:34,1-2,6
jump,23751,06:35,1-2,6
jump,23823,06:37,1-2,6
jump,23883,06:38,1-2,6
jump,23946,06:39,1-2,6
jump,24014,06:40,1-2,6
jump,24079,06:41,1-2,6
jump,24629,06:50,1-2,6
jump,24690,06:51,1-2,6
jump,24967,06:56,1-2,6
jump,25027,06:57,1-2,6
jump,25094,06:58,1-2,6
jump,25181,06:59,1-2,6
jump,25321,07:02,1-2,6
jump,26051,07:14,1-3,6
jump,26136,07:15,1-3,6
coinblock hit,26179,07:16,1-3,6
jump,26196,07:16,1-3,6
coinblock hit,26231,07:17,1-3,6
jump,26256,07:17,1-3,6
coinblock hit,26292,07:18,1-3,6
jump,26323,07:18,1-3,6
goomba killed,26360,07:19,1-3,6
jump,26432,07:20,1-3,6
coinblock hit,26470,07:21,1-3,6
jump,26492,07:21,1-3,6
jump,26557,07:22,1-3,6
coinblock hit,26575,07:22,1-3,6
jump,26628,07:23,1-3,6
coinblock hit,26634,07:23,1-3,6
jump,26749,07:25,1-3,6
fire flower,26801,07:26,1-3,6
jump,26824,07:27,1-3,6
jump,26906,07:28,1-3,6
jump,26966,07:29,1-3,6
jump,27036,07:30,1-3,6
jump,27132,07:32,1-3,6
jump,27193,07:33,1-3,6
coinblock hit,27267,07:34,1-3,6
jump,27281,07:34,1-3,6
jump,27365,07:36,1-3,6
coinblock hit,27383,07:36,1-3,6
jump,27425,07:37,1-3,6
coinblock hit,27442,07:37,1-3,6
coinblock hit,27497,07:38,1-3,6
coinblock hit,27554,07:39,1-3,6
coinblock hit,27612,07:40,1-3,6
coinblock hit,27670,07:41,1-3,6
jump,27931,07:45,1-3,6
jump,28010,07:46,1-3,6
jump,28090,07:48,1-3,6
jump,28181,07:49,1-3,6
coinblock hit,28210,07:50,1-3,6
jump,28327,07:52,1-3,6
coinblock hit,28384,07:53,1-3,6
jump,28434,07:53,1-3,6
jump,28529,07:55,1-3,6
jump,28590,07:56,1-3,6
coinblock hit,28615,07:56,1-3,6
jump,28651,07:57,1-3,6
jump,28711,07:58,1-3,6
coinblock hit,28725,07:58,1-3,6
jump,28771,07:59,1-3,6
jump,28836,08:00,1-3,6
jump,28906,08:01,1-3,6
jump,29005,08:03,1-3,6
jump,29973,08:19,1-4,6
jump,30235,08:23,1-4,6
jump,30309,08:25,1-4,6
jump,30369,08:26,1-4,6
mushroom,30415,08:26,1-4,6
jump,30429,08:27,1-4,6
jump,30513,08:28,1-4,6
jump,30573,08:29,1-4,6
jump,30852,08:34,1-4,6
jump,30931,08:35,1-4,6
jump,30991,08:36,1-4,6
jump,31093,08:38,1-4,6
jump,31153,08:39,1-4,6
jump,31213,08:40,1-4,6
jump,31273,08:41,1-4,6
jump,31336,08:42,1-4,6
coinblock hit,31386,08:43,1-4,6
jump,31396,08:43,1-4,6
jump,31456,08:44,1-4,6
coinblock hit,31472,08:44,1-4,6
jump,31516,08:45,1-4,6
jump,31576,08:46,1-4,6
jump,32124,08:55,1-4,6
jump,32227,08:57,1-4,6
jump,32287,08:58,1-4,6
jump,32351,08:59,1-4,6
jump,32597,09:03,1-4,6
jump,32891,09:08,1-4,6
jump,32951,09:09,1-4,6
jump,33011,09:10,1-4,6
jump,33118,09:11,1-4,6
coinblock hit,33124,09:12,1-4,6
jump,33200,09:13,1-4,6
jump,33307,09:15,1-4,6
jump,33471,09:17,1-4,6
jump,33685,09:21,1-4,6
jump,284,00:04,1-1,7
jump,349,00:05,1-1,7
jump,462,00:07,1-1,7
jump,625,00:10,1-1,7
coinblock hit,640,00:10,1-1,7
jump,686,00:11,1-1,7
jump,759,00:12,1-1,7
mushroom,773,00:12,1-1,7
jump,826,00:13,1-1,7
jump,946,00:15,1-1,7
jump,1053,00:17,1-1,7
jump,1134,00:18,1-1,7
jump,1194,00:19,1-1,7
jump,1254,00:20,1-1,7
jump,1413,00:23,1-1,7
jump,1507,00:25,1-1,7
goomba killed,1513,00:25,1-1,7
jump,1567,00:26,1-1,7
goomba killed,1573,00:26,1-1,7
fire flower,1606,00:26,1-1,7
jump,1627,00:27,1-1,7
jump,1797,00:29,1-1,7
jump,1912,00:31,1-1,7
jump,1988,00:33,1-1,7
jump,2048,00:34,1-1,7
jump,2108,00:35,1-1,7
jump,2183,00:36,1-1,7
jump,2243,00:37,1-1,7
jump,2303,00:38,1-1,7
jump,2373,00:39,1-1,7
jump,2518,00:41,1-1,7
jump,2578,00:42,1-1,7
jump,2638,00:43,1-1,7
jump,2698,00:44,1-1,7
jump,2758,00:45,1-1,7
jump,2818,00:46,1-1,7
jump,2880,00:48,1-1,7
jump,2940,00:49,1-1,7
goomba killed,3036,00:50,1-1,7
jump,3094,00:51,1-1,7
jump,3154,00:52,1-1,7
jump,3214,00:53,1-1,7
jump,3276,00:54,1-1,7
jump,3336,00:55,1-1,7
jump,3528,00:58,1-1,7
jump,4417,01:13,1-2,7
goomba killed,4918,01:21,1-2,7
koopa killed,4921,01:22,1-2,7
jump,4951,01:22,1-2,7
coinblock hit,4963,01:22,1-2,7
coinblock hit,5003,01:23,1-2,7
jump,5011,01:23,1-2,7
jump,5071,01:24,1-2,7
jump,5150,01:25,1-2,7
jump,5210,01:26,1-2,7
koopa killed,5303,01:28,1-2,7
koopa killed,5439,01:30,1-2,7
goomba killed,5475,01:31,1-2,7
goomba killed,5586,01:33,1-2,7
jump,5656,01:34,1-2,7
koopa killed,5688,01:34,1-2,7
jump,5718,01:35,1-2,7
jump,5798,01:36,1-2,7
koopa killed,5857,01:37,1-2,7
jump,5858,01:37,1-2,7
goomba killed,6026,01:40,1-2,7
jump,6068,01:41,1-2,7
coinblock hit,6078,01:41,1-2,7
jump,6161,01:42,1-2,7
goomba killed,6188,01:43,1-2,7
jump,6266,01:44,1-2,7
jump,6448,01:47,1-2,7
jump,6604,01:50,1-2,7
jump,6733,01:52,1-2,7
jump,6828,01:53,1-2,7
jump,6898,01:54,1-2,7
jump,7395,02:03,1-2,7
jump,7455,02:04,1-2,7
jump,7742,02:09,1-2,7
jump,7802,02:10,1-2,7
jump,7872,02:11,1-2,7
jump,8013,02:13,1-2,7
jump,8800,02:26,1-3,7
jump,8916,02:28,1-3,7
jump,8993,02:29,1-3,7
jump,9053,02:30,1-3,7
jump,9113,02:31,1-3,7
goomba killed,9264,02:34,1-3,7
goomba killed,9324,02:35,1-3,7
jump,9370,02:36,1-3,7
goomba killed,9386,02:36,1-3,7
jump,9472,02:37,1-3,7
jump,9532,02:38,1-3,7
jump,9592,02:39,1-3,7
jump,9652,02:40,1-3,7
jump,9712,02:41,1-3,7
jump,9773,02:42,1-3,7
jump,10319,02:51,1-3,7
jump,10379,02:52,1-3,7
jump,10454,02:54,1-3,7
jump,10514,02:55,1-3,7
jump,10574,02:56,1-3,7
jump,10650,02:57,1-3,7
jump,10711,02:58,1-3,7
jump,11203,03:06,1-3,7
jump,11264,03:07,1-3,7
jump,11327,03:08,1-3,7
jump,11413,03:10,1-3,7
jump,11563,03:12,1-3,7
jump,11653,03:14,1-3,7
jump,11716,03:15,1-3,7
jump,11776,03:16,1-3,7
jump,11837,03:17,1-3,7
jump,11899,03:18,1-3,7
jump,11970,03:19,1-3,7
jump,12037,03:20,1-3,7
jump,12127,03:22,1-3,7
jump,12941,03:35,1-4,7
jump,13024,03:37,1-4,7
jump,13106,03:38,1-4,7
jump,13166,03:39,1-4,7
jump,13443,03:44,1-4,7
jump,13504,03:45,1-4,7
jump,13575,03:46,1-4,7
jump,13635,03:47,1-4,7
jump,13713,03:48,1-4,7
jump,13773,03:49,1-4,7
jump,13835,03:50,1-4,7
